Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
LawEnforcement-Suspicious Package,Gates Avenue & Wyckoff Avenue,Brooklyn,40283.58507,40283.63565,40.69993783,-73.91180789
Fire-Brush,Western Avenue & Gulf Avenue,Staten Island,40281.81716,40282.00211,40.63005619,-74.18659335
Fire-Collapse,94 West 169 Street,Bronx,40281.62738,40281.79828,40.83955725,-73.92327079
Fire-3rd Alarm,4324 4th Ave,Brooklyn,40280.75183,40280.92558,40.65021402,-74.00869587
Fire-Sensitive Location,1504 Pitkin Ave,Brooklyn,40280.11513,40280.27774,40.66859985,-73.91800625
Fire-3rd Alarm,106 Pitney Ave,Staten Island,40278.33029,40279.57361,40.5304023,-74.22109754
Fire-1st Alarm,215 Lafayette Ave,Brooklyn,40279.44574,40279.50396,40.68791228,-73.96848172
Fire-1st Alarm,303 East 98th Street,Brooklyn,40279.12832,40279.17807,40.66044501,-73.91785408
Fire-1st Alarm,550 1st Ave,Manhattan,40278.62514,40278.67025,40.742293,-73.97459446
LawEnforcement-Suspicious Package,225 Broadway,Manhattan,40270.64693,40277.78664,40.71186988,-74.00821696
LawEnforcement-Residence Search,1  Brighton 10 Terrace,Brooklyn,40277.51838,40277.68898,40.58084358,-73.9596078
LawEnforcement-Suspicious Package,200 Willoughby Avenuye,Brooklyn,40275.86039,40275.91203,,
Fire-4th Alarm,17 Menahan Street,Brooklyn,40273.57291,40273.79331,40.69272948,-73.92241924
Fire-10-77 (Residential High Rise),2007  Surf Avenue,Brooklyn,40273.52971,40273.64404,40.57485802,-73.98676392
LawEnforcement-Suspicious Package,,Queens,40273.36728,40273.4183,,
LawEnforcement-Suspicious Package,110 William St.,Manhattan,40270.69163,40270.73825,40.70885621,-74.00711648
LawEnforcement-Suspicious Vehicle,East 51st Street & 1st Avenue,Manhattan,40269.69512,40269.73405,40.75450482,-73.96569623
LawEnforcement-Suspicious Package,Grand Concourse & East 158th Street,Bronx,40269.35528,40269.4291,40.82541388,-73.92347498
LawEnforcement-Suspicious Package,55 West 14th,Manhattan,40268.69536,40268.73291,40.73673758,-73.99533789
Fire-2nd Alarm,75 Bush Street,Brooklyn,40266.28529,40266.35892,40.67484309,-74.00598085
Fire-1st Alarm,355 Bard Ave,Staten Island,40264.34734,40264.53037,40.63539793,-74.10666568
Fire-3rd Alarm,2835 West 19th Street,Brooklyn,40264.08488,40264.22472,40.57791565,-73.98609014
LawEnforcement-Device,97-21 126 St,Queens,40263.78193,40263.81009,40.69268158,-73.82054088
LawEnforcement-Suspicious Package,42 South St,Manhattan,40263.68671,40263.7366,40.70346546,-74.00753788
LawEnforcement-Suspicious Package,W 72 St. & Central Park West,Manhattan,40262.47286,40262.48288,40.77622107,-73.97595354
LawEnforcement-Suspicious Package,265 East 161 Street,Bronx,40261.64565,40261.76446,40.82567138,-73.91872325
Fire-4th Alarm,860 Humboldt Street,Brooklyn,40254.80036,40261.39458,40.73074982,-73.94627875
Fire-10-76 (Commercial High Rise),1271  Sixth Avenue,Manhattan,40260.93273,40260.97813,40.76028865,-73.98015739
LawEnforcement-Suspicious Package,960  East 12th Street,Brooklyn,40260.66338,40260.66468,40.62593394,-73.96438618
Fire-3rd Alarm,82 East Burnside Avenue,Bronx,40259.44791,40260.53587,40.85326795,-73.90593302
Fire-Sensitive Location,1 Centre St.,Manhattan,40257.7184,40259.96256,40.71300094,-74.00418069
Fire-3rd Alarm,103-41 120th Street,Queens,40259.48609,40259.74916,40.68754264,-73.82362324
Fire-4th Alarm,23 West 76th Street,Manhattan,40256.76824,40256.97916,40.77917968,-73.97493424
Fire-3rd Alarm,219 Canal Street,Staten Island,40255.60171,40255.91809,40.62478096,-74.07971364
Fire-2nd Alarm,2580 Briggs Avenue,Bronx,40253.94884,40254.066,40.86383798,-73.89351022
Medical-EMS MCI (Multiple Casualty Incident),245  West 44 St.,Manhattan,40251.74803,40251.83596,40.75808843,-73.98777068
LawEnforcement-Suspicious Package,,Queens,40248.81955,40248.88521,40.64769748,-73.79098752
Fire-2nd Alarm,9 Schuyler Terrace,Bronx,40245.74365,40246.37278,40.8097766,-73.80275194
Fire-3rd Alarm,781 East 163 St.,Bronx,40242.65711,40243.89369,40.82268117,-73.90296293
Fire-Manhole,25-41 Broadway,Queens,40242.32692,40242.58093,40.76331465,-73.92819225
Fire-3rd Alarm,131 Bennett Street,Staten Island,40232.13851,40241.76131,40.63791274,-74.13249311
Fire-3rd Alarm,255 Canal Street,Manhattan,40237.18148,40237.69256,40.71859758,-74.00075035
Fire-3rd Alarm,135 Eastern Parkway,Brooklyn,40235.99091,40236.15752,40.67217255,-73.9643651
Fire-Transformer Fire,7 Ave  & 34 St,Manhattan,40234.51065,40234.63703,40.75099078,-73.99062327
LawEnforcement-Suspicious powder,265  East 161st Street,Bronx,40227.43873,40233.70025,40.82567138,-73.91872325
Fire-1st Alarm,96-05 Queens Blvd,Queens,40232.65678,40232.71204,40.73016963,-73.86241645
Fire-Manhole,499 Canal St,Manhattan,40232.59383,40232.69858,40.72412521,-74.00849266
Fire-10-77 (Residential High Rise),333 Lafayette Ave,Brooklyn,40232.59383,40232.62237,40.68850364,-73.96336476
Fire-3rd Alarm,1700 Toppping Avenue,Bronx,40231.23741,40231.46571,,
Fire-Manhole,West 26 Street & 6th Avenue,Manhattan,40227.51082,40227.7727,40.74480144,-73.99141809
Fire-2nd Alarm,1912 Osborne Place,Bronx,40200.02282,40227.60666,40.85507072,-73.91594725
Fire-3rd Alarm,912 Saratoga Avenue,Brooklyn,40225.54902,40226.47897,40.65808212,-73.9145988
LawEnforcement-Suspicious Package,,Queens,40225.54409,40225.54699,,
Fire-2nd Alarm,144-01 Sutter Avenue,Queens,40225.13416,40225.26241,40.67231874,-73.79467959
LawEnforcement-Haz Mat,2121 Eastchester Road,Bronx,40222.76082,40223.62267,40.85604701,-73.84394411
Fire-4th Alarm,1020 Dean Avenue,Bronx,40221.40788,40222.6541,40.83456399,-73.81763578
Fire-Manhole,327  Cherry St,Manhattan,40222.34725,40222.41124,40.71154825,-73.986542
LawEnforcement-Suspicious Package,1605 Broadway,Manhattan,40209.42917,40220.56352,40.76049245,-73.98466588
Fire-10-76 (Commercial High Rise),1182 Broadway,Manhattan,40219.72909,40219.73966,40.74550386,-73.98867883
Fire-1st Alarm,161 East 69 St,Manhattan,40218.63781,40218.68635,40.76818375,-73.96287328
Fire-1st Alarm,West 49th Street  & 7th Avenue,Manhattan,40214.44834,40214.53181,40.76045664,-73.98373097
LawEnforcement-Suspicious Package,1185  Sixth Avenue,Manhattan,40214.38949,40214.50834,40.7575854,-73.98212541
Fire-arcing in electric panel,44 East 2 Street,Manhattan,40213.39564,40213.45417,40.724836,-73.99011103
Fire-10-76 (Commercial High Rise),745 7 Ave,Manhattan,40210.61962,40210.67656,40.76060484,-73.98361181
Fire-Manhole,515 W 171 St,Manhattan,40209.53255,40209.7778,40.84195848,-73.936138
Fire-1st Alarm,21 St & 30th Drive,Queens,40209.33488,40209.41899,40.76822832,-73.92913642
LawEnforcement-Suspicious Package,E. Gunhill Rd & Barnes Ave,Bronx,40208.29726,40208.3303,40.87601042,-73.86212914
Fire-Sensitive Location,105 East 42 Street,Manhattan,40207.52976,40207.62765,40.75191937,-73.9771678
LawEnforcement-Suspicious Package,W 22 St & 5 Ave,Manhattan,40207.5244,40207.53575,40.74087908,-73.99006895
Fire-Hospital,585 Schenectady Avenue,Brooklyn,40207.37028,40207.40882,40.65932187,-73.93411065
Fire-2nd Alarm,101 Delaware St.,Staten Island,40206.74757,40207.09985,40.59569531,-74.10272777
Fire-Sensitive Location,200 West 31 St.,Manhattan,40206.56382,40206.78874,40.7492727,-73.99243529
LawEnforcement-Explosion,88 Lexington Avenue,Manhattan,40204.52016,40204.82979,40.7417017,-73.98316176
LawEnforcement-Suspicious Package,West 42nd Street & 7th Avenue,Manhattan,40204.41068,40204.47609,40.75603527,-73.9869481
Fire-Sensitive Location,885 Thomas Boyland Street,Brooklyn,40203.52219,40203.54336,40.6585788,-73.91081014
Fire-2nd Alarm,69-46  Sybilla St.,Queens,40200.22339,40201.51628,40.70917388,-73.85484912
Fire-6th Alarm,2861 Broadway,Manhattan,40188.24701,40201.44087,40.80492575,-73.96615789
LawEnforcement-Suspicious Package,,Manhattan,40198.37288,40198.40554,,
LawEnforcement-Suspicious Package,Verona Street  & Van Brunt,Brooklyn,40197.30596,40197.35698,40.67999202,-74.00980661
Fire-3rd Alarm,915 Hutchinson River Parkway,Bronx,40194.76638,40196.02394,40.82575184,-73.83670912
Fire-2nd Alarm,315 Sutter Avenue,Brooklyn,40194.6905,40194.76889,40.6674369,-73.90821012
Fire-Vehicle Fire on the RFK Bridge,,Manhattan,40193.05944,40193.18198,,
Fire-2nd Alarm,1165  Stanley Avenue,Brooklyn,40192.52707,40192.58578,40.66558484,-73.86678507
LawEnforcement-Suspicious Package,67-01  110 St,Queens,40192.36479,40192.39559,40.72940178,-73.84563701
Fire-2nd Alarm,129-13 135 Place,Queens,40188.63756,40192.37844,40.67208294,-73.80266168
LawEnforcement-Mobilization,67-01 110th Street,Queens,40192.11602,40192.16797,40.72940178,-73.84563701
Fire-1st Alarm,175-01  Van Wyck Expressway,Queens,40191.81861,40191.86161,,
Fire-3rd Alarm,2390 Hoffman Street,Bronx,40186.66297,40188.50634,40.85563509,-73.888777
Fire-10-77 (Residential High Rise),761 7 Ave,Manhattan,40187.40733,40187.46241,40.76118392,-73.98318572
Fire-Building Evacuation,400 East Fordham Road,Bronx,40185.59757,40185.64478,40.86166764,-73.89133734
Fire-Manhole,128-08 Liberty Avenue,Queens,40183.05678,40185.42637,40.68903632,-73.8169268
Fire-5th Alarm,858 Meeker Avenue,Brooklyn,40181.01853,40184.19689,40.72559254,-73.93578771
Fire-Transformer,140 West 51 Street,Manhattan,40183.60564,40184.17161,40.76130174,-73.98183563
LawEnforcement-Explosion,82-72 Austin Street,Queens,40183.79698,40183.88389,40.70962296,-73.83000688
Fire-1st Alarm,951 Putnam Ave,Brooklyn,40183.72257,40183.80028,40.68716065,-73.92288005
Fire-3rd Alarm,500 West 43 Street,Manhattan,40182.47352,40183.57234,40.76033966,-73.99509439
Fire-1st Alarm,1260 6 Ave,Manhattan,40180.87274,40182.87269,40.75998951,-73.98034879
LawEnforcement-Suspicious Package,70 West 45 Street,Manhattan,40181.85153,40181.91272,40.75628156,-73.98157351
Fire-3rd Alarm,1228 College Avenue,Bronx,40180.09097,40181.89413,40.83373377,-73.91279776
Medical-Nursing Home Relocation,430 East 80 St.,Manhattan,40181.58238,40181.70703,40.77255997,-73.95111904
Fire-1st Alarm,,Brooklyn,40181.06094,40181.12983,,
Fire-10-76 (Commercial High Rise),200  Park Avenue,Manhattan,40180.67244,40180.71956,40.7541398,-73.97680249
Fire-Hospital,327 Beach 19th Street,Queens,40178.0742,40178.13266,40.59856043,-73.75276047
Fire-Manhole,213 E 66 St.,Manhattan,40177.54924,40177.57985,40.76554048,-73.96261122
LawEnforcement-Suspicious Package,622  3 AVE,Manhattan,40172.56639,40177.20855,40.74958047,-73.97532434
Fire-Explosion,,Bronx,40176.98256,40177.0548,40.84664953,-73.82393062
Fire-1st Alarm,914  East 96th Street,Brooklyn,40169.54868,40176.89564,40.64783245,-73.90669834
LawEnforcement-Suspicious Package,50 Broadway,Manhattan,40169.70499,40176.51209,40.70644856,-74.01276086
Fire-Transformer Inside Of Substation,637 West 49 Street,Manhattan,40175.72017,40175.81007,40.76560411,-73.99591347
Fire-Funeral Home,108-18 Sutphin Blvd,Queens,40175.60567,40175.78181,40.69268175,-73.79905595
Fire-1st Alarm,50 West 44th Street,Manhattan,40171.76279,40171.79329,40.75545265,-73.98155569
Fire-10-77 (Residential High Rise),135 Richards Street,Brooklyn,40171.71334,40171.75197,40.67720054,-74.01035058
Fire-1st Alarm,3260 Flatbush Avenue,Brooklyn,40171.4855,40171.5069,40.58862642,-73.89921654
Fire-5th Alarm,212 West 145 St,Manhattan,40159.83256,40169.43444,40.82193777,-73.93981002
Fire-Sensitive Location,59 West 46 Street,Manhattan,40168.71027,40169.21512,40.75680294,-73.98084063
LawEnforcement-Suspicious Package,Canal Street & West Broadway,Manhattan,40168.89764,40168.94152,40.72135323,-74.00463578
Fire-10-77 (Residential High Rise),8400  Shore Front Parkway,Queens,40167.34834,40167.4016,40.58534285,-73.8097405
LawEnforcement-Subway Track Search,Nostrand Avenue & Newkirk Avenue,Brooklyn,40166.67737,40166.78822,40.63998669,-73.94841286
LawEnforcement-Suspicious Package,111 th Street  & Liberty Ave,Queens,40166.50854,40166.55535,,
Fire-Manhole,170 William Street,Manhattan,40166.44035,40166.47072,40.71047296,-74.00550792
Fire-10-77 (Residential High Rise),700  Esplanade Gardens Plaza,Manhattan,40166.35759,40166.39176,40.82053325,-73.93614411
Fire-Sensitive Location,29-38  Far Rockaway Blvd,Queens,40166.33065,40166.38272,40.5985411,-73.76446735
Fire-Manhole,345 91 St.,Brooklyn,40165.60678,40165.95714,40.61980885,-74.03116914
LawEnforcement-Device,209 Centre Street,Manhattan,40165.36075,40165.39272,40.71921515,-73.99900072
Fire-2nd Alarm,38-20 Bowne Street,Queens,40165.02066,40165.04692,40.76194407,-73.82486292
LawEnforcement-Suspicious Package,Rockaway Point Boulevard & Beach 204 Street,Queens,40164.58844,40164.6408,40.56082474,-73.91321877
Fire-2nd Alarm,870 East 220 Street,Bronx,40164.318,40164.54693,40.8827101,-73.85751523
LawEnforcement-Suspicious Package,11 Metrotech Center,Brooklyn,40163.86914,40163.89353,40.69542532,-73.98510277
Fire-1st Alarm,,Manhattan,40047.0394,40163.82012,40.74972619,-73.967182
Medical-Spray/Larvaciding,,Brooklyn,40054.47878,40163.81556,40.60326499,-73.9198941
Fire-1st Alarm,,Queens,40057.43469,40163.813,40.7568552,-73.95409708
LawEnforcement-Suspicious Device,,Staten Island,40057.88584,40163.81212,40.62727311,-74.13831673
Fire-2nd Alarm,1901 Emmons Avenue,Brooklyn,40074.40773,40163.78948,40.58356514,-73.94943209
LawEnforcement-Suspicious Package,,Brooklyn,40081.54983,40163.78749,40.69720909,-73.98568545
LawEnforcement-Suspicious Package,,Manhattan,40084.1803,40163.78472,40.77831591,-73.96273917
Fire-Overhead wires,,Queens,40086.32718,40163.78392,40.68840141,-73.81857665
LawEnforcement-Suspicious Package,,Queens,40095.00247,40163.78288,40.74711109,-73.94238706
LawEnforcement-Suspicious Package,,Brooklyn,40129.67771,40163.76977,40.61093905,-74.03213682
Fire-1st Alarm,,Manhattan,40131.48807,40163.76817,40.78925031,-73.93703711
LawEnforcement-Suspicious Vehicle,401 7th Avenue,Manhattan,40163.62715,40163.63999,40.74979414,-73.99148602
Fire-Explosion,1661 Marine Parkway,Brooklyn,40163.13858,40163.19826,40.61251373,-73.94192217
LawEnforcement-Suspicious Package,185 East Broadway,Manhattan,40162.81495,40162.8536,40.71415329,-73.98901963
Fire-1st Alarm,160 Front St.,Manhattan,40161.65152,40162.0788,40.70597156,-74.00525868
Fire-1st Alarm,70 Father Capodanno Blvd,Staten Island,40159.67736,40159.79817,40.59438728,-74.06292307
LawEnforcement-Suspicious Package,144-02 135 Avenue,Queens,40157.87066,40159.76102,40.66828899,-73.7959897
Medical-Cardiac Arrest,1263  Fteley Ave,Bronx,40159.57567,40159.73572,40.83119528,-73.87201116
Fire-10-76 (Commercial High Rise),1535 Broadway,Manhattan,40156.84785,40156.89919,40.75826657,-73.98546772
LawEnforcement-Suspicious Package,East Houston Street & Broadway,Manhattan,40155.49892,40155.52502,40.72543199,-73.99677099
Fire-2nd Alarm,535 West 160th Street,Manhattan,40154.31797,40154.40507,40.83519573,-73.94173863
Fire-2nd Alarm,151 Gateway Drive,Staten Island,40141.57509,40153.43434,40.60351459,-74.08687633
LawEnforcement-Possible Bomb Threat,1 Wards Island,Manhattan,40152.38145,40152.39955,40.78637256,-73.93165574
Fire-10-76 (Commercial High Rise),33 W 27 St,Manhattan,40150.65336,40150.69174,40.74476559,-73.98939712
Fire-1st Alarm,61-11 Queens Blvd,Queens,40145.94192,40145.99045,40.74140455,-73.90355765
LawEnforcement-Suspicious Package,109 Freeman St.,Brooklyn,40145.59188,40145.70046,40.73424847,-73.95719467
Fire-1st Alarm,Nostrand Ave & Eastern Pkwy,Brooklyn,40144.41329,40144.86444,40.6698673,-73.95050218
Fire-10-77 (Residential High Rise),110 East 57 Street,Manhattan,40141.86194,40142.69978,40.76132674,-73.97010747
Fire-2nd Alarm,363 E 76 St,Manhattan,40142.37235,40142.58012,40.7708022,-73.95506999
Fire-2nd Alarm,81-10 135 St.,Queens,40140.69338,40141.32197,40.7150336,-73.82318976
Fire-3rd Alarm,625 W 138 St,Manhattan,40140.30519,40140.71104,40.82232872,-73.95438484
Fire-10-77 (Residential High Rise),45 Allen Street,Manhattan,40139.9278,40139.98378,40.71660459,-73.99171392
Fire-1st Alarm,4401 Victory Boulevard,Staten Island,40139.38627,40139.41125,40.58706874,-74.19871807
LawEnforcement-Suspicious Vehicle,BQE & Clermont Avenue,Brooklyn,40138.05119,40138.20845,40.69600189,-73.9714314
Fire-10-77 (Residential High Rise),510   West 52nd Street,Manhattan,40137.5567,40137.5698,40.76638341,-73.99196765
Fire-4th Alarm,772  Edgewater Road,Bronx,40136.48536,40137.34829,40.81711838,-73.88306812
Fire-3rd Alarm,1440 Amsterdam Ave,Manhattan,40126.82464,40136.4841,40.81671007,-73.95384678
Fire-Brush Fire 2nd Alarm,Chisholm St & Eylandt St,Staten Island,40135.44571,40135.62188,40.52600323,-74.19322725
Fire-10-76 (Commercial High Rise),8 West 36 street,Manhattan,40135.5361,40135.56328,40.74990314,-73.9840692
Fire-4th Alarm,1278 ST. Nicholas Ave,Manhattan,40134.4588,40135.4724,40.84468725,-73.93710401
Fire-School,510 East 141 Street,Bronx,40134.45043,40134.47863,40.80936967,-73.91758358
Fire-School,364 Sackman Street,Brooklyn,40131.35926,40131.41238,40.66896017,-73.90472581
Fire-4th Alarm,84-70 129 St,Queens,40128.80627,40130.50205,40.70489516,-73.82366389
Fire-Explosion,87-40 124th Street,Queens,40097.06351,40129.60764,40.69978808,-73.8260865
Fire-3rd Alarm,1225 Taylor Ave,Bronx,40128.31006,40128.50583,40.83072086,-73.86514996
Fire-1st Alarm,1 Ave &  66 St,Manhattan,40127.40369,40128.12541,40.76399114,-73.95878197
Fire-2nd Alarm,772 Edgewater Road,Bronx,40127.83442,40127.91777,40.81711838,-73.88306812
Fire-2nd Alarm,524 Broadway,Manhattan,40120.66284,40120.73902,40.72279981,-73.99898624
Fire-10-76 (Commercial High Rise),121 Dekalb Ave,Brooklyn,40120.65535,40120.71397,40.68977809,-73.97745952
LawEnforcement-Suspicious Package,58-65  52 Road,Queens,40118.65434,40118.72303,40.73441972,-73.90760186
Fire-4th Alarm,2860 Valentine Avenue,Bronx,40112.72242,40117.83755,40.86982574,-73.88934624
LawEnforcement-Suspicious Package,West 14 Street & 8 Avenue,Manhattan,40116.6236,40116.69862,40.73975139,-74.00252241
Fire-1st Alarm,,Queens,40113.70307,40113.75065,40.64063378,-73.78651799
Fire-2nd Alarm,64 West 165th Street,Bronx,40110.8439,40111.80817,40.83370757,-73.92641061
Fire-2nd Alarm,151 West 34 Street,Manhattan,40110.85883,40110.94456,40.75043897,-73.98929516
LawEnforcement-Suspicious Package,35-01 23rd Avenue,Queens,40109.43527,40109.44985,40.77302175,-73.91096014
LawEnforcement-Missing Person,1483 Bushwick Avenue,Brooklyn,40107.68791,40108.81069,40.68330093,-73.90723282
Fire-3rd Alarm,1063 East 35th Street,Brooklyn,40108.17178,40108.52257,40.62868901,-73.94236562
LawEnforcement-Suspicious Package,West 44th Street & 8th Avenue,Manhattan,40106.57056,40106.62069,40.75853319,-73.98884266
LawEnforcement-Suspicious Package,469 Fulton Street,Brooklyn,40098.52792,40098.54875,40.69116288,-73.98658938
Fire-2nd Alarm,850  Hylan Blvd,Staten Island,40097.25495,40097.29031,40.59931447,-74.07181862
LawEnforcement-Suspicious Package,2 King Street,Manhattan,40096.70432,40096.72455,40.7276031,-74.00261576
LawEnforcement-Suspicious Package,4030 Hubbard Place,Brooklyn,40093.10301,40093.23464,40.62517797,-73.9363094
Fire-10-76 (Commercial High Rise),587 5th Ave,Manhattan,40091.86674,40091.96639,40.75699737,-73.97831029
Fire-2nd Alarm,1092 Blake Avenue,Brooklyn,40089.81685,40089.92522,40.67034821,-73.87773791
Fire-High Angle Rescue,3 Park Avenue,Manhattan,40089.82856,40089.82856,40.74678473,-73.98154726
Fire-Sensitive Location,15 E 97 St,Manhattan,40089.02279,40089.20351,40.78834915,-73.95470785
Medical-Trauma,28-00  College Pt Bl,Queens,40088.46367,40088.54557,40.77307902,-73.84564047
LawEnforcement-Device,401 West 23rd Street,Manhattan,40087.62323,40087.66089,40.74667915,-74.00174675
LawEnforcement-Suspicious Package,Coney Island Ave & Ave U,Brooklyn,40086.92918,40086.95278,40.59831204,-73.96118526
Fire-Sensitive Location,,Manhattan,40086.62209,40086.68935,40.69066211,-74.01312469
LawEnforcement-Suspicious Package,9  West 58th Street,Manhattan,40086.51325,40086.55968,40.76415217,-73.97464027
