Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-5th Alarm,60 East 9th Street,Manhattan,41452.75308,,40.73135779,-73.99245452
Law Enforcement-Other,,Brooklyn,41459.0411,,,
Fire-3rd Alarm,117 e 179 st,Bronx,41459.22495,,40.83721306,-73.87145923
Fire-2nd Alarm,2350 Beaumont Avenue,Bronx,41289.2672,,40.85369537,-73.88465007
Fire-1st Alarm,151 West 100 Street,Manhattan,41265.56723,,40.71442154,-74.00607638
Fire-2nd Alarm,474 Coney Island Avenue,Brooklyn,41476.26453,,40.64617226,-73.97083387
Fire-5th Alarm,60 East 9th Street,Manhattan,41452.75308,,40.73135779,-73.99245452
Fire-5th Alarm,255 Mill Road,Staten Island,41414.1862,,40.56272021,-74.11140916
Fire-Haz Mat,41-12 12 Street,Queens,41436.56708,,40.71400364,-73.82998933
Fire-2nd Alarm,152 23 Street,Brooklyn,41260.1544,,40.66208512,-73.99773598
Fire-4th Alarm,511 Amsterdam Avenue,Manhattan,41328.76464,,40.71442154,-74.00607638
Fire-Collapse,3000 Jerome Avenue,Bronx,41323.26528,,40.87410853,-73.88906744
Fire-4th Alarm,1342 College Avenue,Bronx,41333.57892,,40.83625316,-73.91128252
Fire-1st Alarm,151 West 100 Street,Manhattan,41265.56723,,40.71442154,-74.00607638
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Law Enforcement-Other,,Brooklyn,41325.64738,,,
Fire-3rd Alarm,64 Driggs Street,Staten Island,41338.17427,,40.54194657,-74.1488719
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-4th Alarm,657 Crotona Park North,Bronx,41338.77839,,40.84251557,-73.89461655
Fire-3rd Alarm,64 Driggs Street,Staten Island,41338.17427,,40.54194657,-74.1488719
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-10-76 (Commercial High Rise Fire),390 Madison Avenue,Manhattan,41334.98722,,40.71442154,-74.00607638
Fire-2nd Alarm,447 Wales Avenue,Bronx,41480.12968,,40.81028097,-73.90820618
Fire-2nd Alarm,447 Wales Avenue,Bronx,41480.12968,,40.81028097,-73.90820618
Law Enforcement-Explosion,145-23 222 Street,Queens,41482.71854,,40.66324403,-73.75676401
Fire-1st Alarm,151 West 100 Street,Manhattan,41265.56723,,40.71442154,-74.00607638
Fire-1st Alarm,151 West 100 Street,Manhattan,41265.56723,,40.71442154,-74.00607638
Fire-6th Alarm,324 East 93rd,Manhattan,41208.15296,,40.71442154,-74.00607638
Fire-6th Alarm,24 Murray Street,Manhattan,41517.79921,,40.71366898,-74.00862483
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-2nd Alarm,41-45 70 Street,Queens,41309.27674,,40.71400364,-73.82998933
Law Enforcement-Other,,Brooklyn,41210.73296,,,
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-1st Alarm,826 Broadway,Manhattan,41363.33142,,40.71442154,-74.00607638
Fire-Other,172 wythe ave,Brooklyn,41364.72889,,40.71935246,-73.96067201
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Law Enforcement-Haz Mat,150 dreiser loop,Bronx,41376.97402,,40.87685686,-73.82979889
Fire-5th Alarm,60 East 9th Street,Manhattan,41452.75308,,40.73135779,-73.99245452
Fire-2nd Alarm,155-26 115 Avenue,Queens,41259.37781,,,
Fire-5th Alarm,1136 Olmstead Avenue,Bronx,41446.66044,,40.8304185,-73.85380655
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-2nd Alarm,2582 briggs ave,bronx,41379.64642,,40.86382269,-73.89349297
Fire-Sensitive Location,64 Norfolk Street,Manhattan,41407.80243,,40.71442154,-74.00607638
Fire-4th Alarm,112-23 208 Street,Queens,41386.6169,,40.70178229,-73.80841858
Fire-4th Alarm,112-23 208 Street,Queens,41386.6169,,40.70178229,-73.80841858
Fire-Manhole,Nostrand Avenue & Gates Avenue,Brooklyn,41387.82308,,40.6861805,-73.95073716
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-Sensitive Location,64 Norfolk Street,Manhattan,41407.80243,,40.71442154,-74.00607638
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-1st Alarm,151 West 100 Street,Manhattan,41265.56723,,40.71442154,-74.00607638
Fire-6th Alarm,24 Murray Street,Manhattan,41517.79921,,40.71366898,-74.00862483
Fire-Haz Mat,41-12 12 Street,Queens,41436.56708,,40.71400364,-73.82998933
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-3rd Alarm,64 Driggs Street,Staten Island,41338.17427,,40.54194657,-74.1488719
Fire-2nd Alarm,88 prospect park west,Brooklyn,41336.89321,,40.66733562,-73.97463035
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-4th Alarm,653 Crotona Park North,Bronx,41338.77839,,40.84252576,-73.89462389
Fire-5th Alarm,72-10 Myrtle ave,Queens,41448.89616,,40.71400364,-73.82998933
Fire-2nd Alarm,615 Hudson Street,Manhattan,41449.68483,,40.71442154,-74.00607638
Fire-4th Alarm,112-23 208 Street,Queens,41386.6169,,40.70178229,-73.80841858
Fire-3rd Alarm,115 East 138 Street,Bronx,41372.03731,,,
Fire-4th Alarm,112-23 208 Street,Queens,41386.6169,,40.70178229,-73.80841858
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Law Enforcement-Haz Mat,150 dreiser loop,Bronx,41376.97402,,40.87685686,-73.82979889
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-5th Alarm,72-10 Myrtle ave,Queens,41448.89616,,40.71400364,-73.82998933
Law Enforcement-Suspicious Package,800 2nd Avenue,Manhattan,41572.63694,,40.78086948,-73.96769188
Fire-1st Alarm,490 East 91 Street,Manhattan,41568.63329,,,
Fire-3rd Alarm,1216 Halsey Street,Brooklyn,41569.27291,,,
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-2nd Alarm,328 East 14th Street,Manhattan,41419.24102,,,
Fire-4th Alarm,150 Nagle Avenue,Manhattan,41589.42866,,,
Fire-10-76 (Commercial High Rise Fire),1335 Ave of the Americas,Manhattan,41589.30253,,,
Fire-2nd Alarm,328 East 14th Street,Manhattan,41419.24102,,40.71442154,-74.00607638
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-5th Alarm,255 Mill Road,Staten Island,41414.1862,,40.56272021,-74.11140916
Fire-5th Alarm,60 East 9th Street,Manhattan,41452.75308,,40.73135779,-73.99245452
Fire-4th Alarm,1686 clay ave,Bronx,41624.23052,,40.84387029,-73.90486686
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,,,
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-1st Alarm,Northern Boulevard & 39 Street,Queens,41403.29791,,40.71400364,-73.82998933
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,41603.11139,,,
Fire-5th Alarm,56-11 94 Street,Queens,41374.77458,,40.71400364,-73.82998933
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Fire-3rd Alarm,144 West  9th Street,Manhattan,41632.65591,,40.73407739,-73.99909933
Fire-3rd Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Fire-4th Alarm,3414 Knox Place,Bronx,41634.20241,,,
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,41603.11139,,,
Fire-Sensitive Location,60 Norfolk Street,Manhattan,41407.80243,,40.71442154,-74.00607638
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,41625.10211,,40.60228059,-73.95796689
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,,40.82577659,-73.88016707
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-2nd Alarm,1318 franklin ave,Bronx,41737.68688,,40.83227067,-73.90142593
Fire-3rd Alarm,795 Garden Street,Bronx,41634.17683,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,40.83944073,-73.86930859
Fire-5th Alarm,,Brooklyn,41635.80016,,,
Fire-2nd Alarm,,Queens,41643.78778,,,
Fire-3rd Alarm,93-20 211 Street,Queens,41757.01214,,40.71756078,-73.75035793
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-3rd Alarm,4769 White Plains Road,Bronx,41582.68014,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,40.83944073,-73.86930859
Fire-3rd Alarm,570 Saint Marys Street,Bronx,41660.84759,,40.81031978,-73.91491491
Fire-Manhole,651 West 168 Street,Manhattan,41604.20387,,,
Fire-2nd Alarm,2250 Aqueduct Avenue,Bronx,41598.86833,,,
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,,,
Fire-2nd Alarm,703 Avenue K,Brooklyn,41604.17801,,,
Fire-4th Alarm,1686 clay ave,Bronx,41624.23052,,40.84387029,-73.90486686
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,,,
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,41625.10211,,40.60228059,-73.95796689
Fire-10-77 (Residential High Rise Fire),508 w 114th st,New York City,41606.98615,,40.7142694,-74.00596993
Fire-1st Alarm,150-05 Cohancy Street,Queens,41232.5441,,40.71400364,-73.82998933
Fire-1st Alarm,625 8th Avenue,Manhattan,41662.50875,,40.75631387,-73.99049892
Fire-Haz Mat,20 Lincoln Center Plaza,Manhattan,41648.54231,,40.77243199,-73.982823
Fire-3rd Alarm,4769 White Plains Road,Bronx,41582.68014,,,
Fire-4th Alarm,1686 clay ave,Bronx,41624.23052,,40.84387029,-73.90486686
Fire-2nd Alarm,529 56 Street,Brooklyn,41654.04583,,40.64128004,-74.0130286
Fire-2nd Alarm,447 Wales Avenue,Bronx,41480.12968,,40.81028097,-73.90820618
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,40.83944073,-73.86930859
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,,40.82561021,-73.95052887
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Fire-Sensitive Location,64 Norfolk Street,Manhattan,41407.80243,,40.71442154,-74.00607638
Fire-Sensitive Location,60 Norfolk Street,Manhattan,41407.80243,,40.71442154,-74.00607638
Fire-4th Alarm,3414 Knox Place,Bronx,41634.20241,,40.88157494,-73.88386113
Fire-7th Alarm,775 Riverside Drive,Manhattan,41646.59269,,40.83479036,-73.94773494
Law Enforcement-Other,405 East 54 Street,Manhattan,41681.46286,,,
Fire-Explosion,4683 Park Avenue c/s E 188th street,Bronx,41699.06425,,40.8587629,-73.89277032
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,,
Fire-2nd Alarm,6709 11 Avenue,Brooklyn,41586.30073,,,
Fire-7th Alarm,775 Riverside Drive,Manhattan,41646.59269,,40.83479036,-73.94773494
Fire-Explosion,151 Bay 49 Street,Brooklyn,41658.3611,,40.5865548,-73.98699971
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,40.83944073,-73.86930859
Fire-7th Alarm,775 Riverside Drive,Manhattan,41646.59269,,40.83479036,-73.94773494
Fire-4th Alarm,240 East 194 Street,Bronx,41668.98275,,40.86511126,-73.89300267
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-4th Alarm,657 Crotona Park North,Bronx,41338.77839,,40.84251557,-73.89461655
Fire-3rd Alarm,60-15 Main Street,Queens,41344.6842,,40.71400364,-73.82998933
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,,40.68547741,-73.93117632
Fire-4th Alarm,2000 2nd Avenue,Manhattan,41721.05336,,40.78878085,-73.94375789
Fire-7th Alarm,110-14 Liberty Avenue,Queens,41336.96796,,40.71400364,-73.82998933
Fire-4th Alarm,240 East 194 Street,Bronx,41668.98275,,40.86511126,-73.89300267
Fire-1st Alarm,151 West 100 Street,New York City,41265.56723,,40.71442154,-74.00607638
Fire-Haz Mat,41-12 12 Street,Queens,41436.56708,,40.71400364,-73.82998933
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,,40.68547741,-73.93117632
Fire-5th Alarm,187-40 Jamaica Ave,Queens,41713.55863,,40.71019847,-73.77184725
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-5th Alarm,773 st nicholas ave,New York City,41719.96609,,40.82653751,-73.94317387
Fire-2nd Alarm,1332 Prospect Place,Brooklyn,41723.00807,,40.67330751,-73.93240403
Law Enforcement-Haz Mat,1279 E 68th Street,Brooklyn,41721.07632,,40.62317569,-73.91527957
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,,40.68547741,-73.93117632
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-4th Alarm,2000 2nd Avenue,Manhattan,41721.05336,,40.78878085,-73.94375789
Fire-10-77 (Residential High Rise Fire),1774 3 Avenue,Manhattan,41289.38069,,40.71442154,-74.00607638
Fire-2nd Alarm,3269 3rd Avenue,Bronx,41726.22272,,40.82483715,-73.90843615
Fire-2nd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,,40.68547741,-73.93117632
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,,40.82577659,-73.88016707
Law Enforcement-Suspicious Package,800 2nd Avenue,Manhattan,41572.63694,,40.78086948,-73.96769188
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-4th Alarm,721 5th Avenue,Manhattan,41735.75331,,40.76257248,-73.97420438
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-4th Alarm,1945 63 Street,Brooklyn,41739.64894,,40.61835509,-73.98571678
Fire-4th Alarm,316 East 194th Street,Bronx,41752.24311,,,
Fire-5th Alarm,316 East 194th Street,Bronx,41752.24311,,40.86420309,-73.89149696
Fire-5th Alarm,316 East 194th Street,Bronx,41752.24311,,,
Fire-5th Alarm,316 East 194th Street,Bronx,41752.24311,,40.86420309,-73.89149696
Law Enforcement-Suspicious Package,329 Beach 59 Street,Queens,41761.4935,,40.59359818,-73.78911835
Fire-Other,215 8th ave,Manhattan,41768.82215,,40.74393781,-73.99950703
Fire-2nd Alarm,40-46 Case Street,Queens,41769.23169,,40.74766395,-73.87541512
Fire-10-77 (Residential High Rise Fire),260 Audubon Avenue,Manhattan,41777.41547,,40.84708663,-73.93349616
Fire-10-77 (Residential High Rise Fire),260 Audubon Avenue,Manhattan,41777.41547,,40.84708663,-73.93349616
Fire-10-77 (Residential High Rise Fire),260 Audubon Avenue,Manhattan,41777.41547,,40.84708663,-73.93349616
Fire-Collapse,02 Aberdeen Street,Brooklyn,41812.46303,,40.68137729,-73.90656176
Fire-10-77 (Residential High Rise Fire),260 Audubon Avenue,Manhattan,41777.41547,,40.84708663,-73.93349616
Fire-10-76 (Commercial High Rise Fire),535 8th Avenue,Manhattan,41487.86374,,40.75388298,-73.99226628
Fire-2nd Alarm,147-09 41st Avenue,Queens,41793.10582,,40.7616,-73.81765751
Fire-2nd Alarm,147-09 41st Avenue,Queens,41793.10582,,40.7616,-73.81765751
Law Enforcement-Other,East 64th Street & Madison Avenue,Manhattan,41790.30438,,40.766715,-73.9691325
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,,40.82561021,-73.95052887
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,,40.82577659,-73.88016707
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Law Enforcement-Suspicious Package,77 5th Avenue,Manhattan,41357.04192,,40.71442154,-74.00607638
Fire-4th Alarm,3414 Knox Place,Bronx,41634.20241,,,
Fire-Collapse,02 Aberdeen Street,Brooklyn,41812.46303,,40.68137729,-73.90656176
Law Enforcement-Device,234 Avenue Z,Brooklyn,41802.31153,,40.58459559,-73.98456846
Fire-Manhole,2nd street & union Avenue,Brooklyn,41811.08234,,40.709142,-73.950813
Fire-Other,666 west end avenue,Manhattan,41824.62575,,40.79285787,-73.97491533
Fire-2nd Alarm,119-56 Long Street,Queens,41233.21928,,40.71400364,-73.82998933
Fire-1st Alarm,150-05 Cohancy Street,Queens,41232.5441,,40.71400364,-73.82998933
Fire-5th Alarm,316 East 194th Street,Bronx,41752.24311,,40.86420309,-73.89149696
Fire-Other,666 west end avenue,Manhattan,41824.62575,,40.79285787,-73.97491533
Fire-Other,666 west end avenue,Manhattan,41824.62575,,40.79285787,-73.97491533
Fire-2nd Alarm,,Brooklyn,41494.74539,,,
Fire-Other,666 west end avenue,Manhattan,41824.62575,,40.79285787,-73.97491533
Fire-Other,1729 Lexington Avenue,Manhattan,41506.48485,,40.79335366,-73.94542712
Law Enforcement-Suspicious Package,725 5th Avenue,New York City,41846.75551,,40.76246067,-73.97424936
Law Enforcement-Suspicious Package,800 2 Avenue,Manhattan,41531.60917,,40.75018796,-73.97191431
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-Other,1729 Lexington Avenue,Manhattan,41506.48485,,40.79335366,-73.94542712
Law Enforcement-Other,410 Atlantic Avenue,Brooklyn,41691.5306,,40.68676165,-73.98453385
Fire-Haz Mat,50-18 196th Street,Queens,41888.49676,,40.74862337,-73.78334185
Fire-Commercial,,Brooklyn,41993.40602,,,
Fire-Haz Mat,50-18 196th Street,Queens,41888.49676,,40.74862337,-73.78334185
Fire-Collapse,714 39th street,Brooklyn,41893.59006,,40.64821699,-73.99890693
Fire-3rd Alarm,291 Buffalo Avenue,Brooklyn,41867.26347,,40.6689773,-73.92550442
Fire-7th Alarm,5100 Kings Plaza,Brooklyn,41898.38874,,40.60850653,-73.92083277
Fire-Collapse,714 39th street,Brooklyn,41893.59006,,40.64821699,-73.99890693
Fire-4th Alarm,453 Coney Island Ave,Brooklyn,41872.16179,,40.6466852,-73.97087853
Fire-Haz Mat,50-18 196th Street,Queens,41888.49676,,40.74862337,-73.78334185
Fire-Collapse,714 39th street,Brooklyn,41893.59006,,40.64821699,-73.99890693
Fire-Manhole,226 West 50 Street,Manhattan,41906.61698,,40.76178184,-73.98498213
Fire-10-76 (Commercial High Rise Fire),1535 Broadway,Manhattan,41321.29839,,40.71442154,-74.00607638
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Law Enforcement-Suspicious Package,77 5th Avenue,Manhattan,41357.04192,,40.71442154,-74.00607638
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,,
Fire-7th Alarm,5100 Kings Plaza,Brooklyn,41898.38874,,40.60850653,-73.92083277
Fire-10-76 (Commercial High Rise Fire),10 East 40th Street,Manhattan,41899.30735,,40.75181981,-73.98100405
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,,40.68105021,-73.95517662
Law Enforcement-Suspicious Package,49 Thomas Street,Manhattan,41871.74957,,40.71672991,-74.0070783
Fire-6th Alarm,188 1st Avenue,Manhattan,41914.09946,,40.72964971,-73.98376561
Fire-7th Alarm,5100 Kings Plaza,Brooklyn,41898.38874,,40.60850653,-73.92083277
Fire-6th Alarm,188 1st Avenue,Manhattan,41914.09946,,40.72964971,-73.98376561
Fire-6th Alarm,188 1st Avenue,Manhattan,41914.09946,,40.72964971,-73.98376561
Fire-4th Alarm,23-59 Borden Avenue,Queens,41910.84819,,40.73980335,-73.94625169
Fire-Collapse,714 39th street,Brooklyn,41893.59006,,40.64821699,-73.99890693
Fire-6th Alarm,188 1st Avenue,Manhattan,41914.09946,,40.72964971,-73.98376561
Fire-4th Alarm,23-59 Borden Avenue,Queens,41910.84819,,40.73980335,-73.94625169
Fire-Sensitive Location,,Brooklyn,41911.26851,,,
Fire-2nd Alarm,,Brooklyn,41929.75479,,,
Fire-2nd Alarm,123 East 54th Street,Manhattan,41969.2699,,,
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,,40.82577659,-73.88016707
Fire-2nd Alarm,1527 Mermaid Avenue,Brooklyn,41567.2552,,,
Fire-Manhole,645 Broadway,New York City,41961.76372,,40.72670563,-73.99573397
Fire-Haz Mat,2465 Broadway,Manhattan,41967.76683,,40.7918279,-73.97397613
Fire-7th Alarm,5100 Kings Plaza,Brooklyn,41898.38874,,40.60850653,-73.92083277
Fire-2nd Alarm,123 East 54th Street,Manhattan,41969.2699,,40.75934419,-73.97128287
Fire-5th Alarm,1920 Walton Street,Bronx,41543.28123,,40.85053252,-73.9089195
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,,40.82577659,-73.88016707
Fire-3rd Alarm,2649 East 23rd Street,Brooklyn,41971.03203,,40.58758263,-73.94653352
Law Enforcement-Suspicious Package,800 2nd ave,Manhattan,41550.62668,,40.75018796,-73.97191431
Fire-Haz Mat,41-12 12 Street,Queens,41436.56708,,40.71400364,-73.82998933
Fire-3rd Alarm,35 Sprague Avenue,Staten Island,41964.09071,,40.51070939,-74.23995856
Fire-5th Alarm,60 East 9th Street,Manhattan,41452.75308,,40.73135779,-73.99245452
Fire-2nd Alarm,447 Wales Avenue,Bronx,41480.12968,,40.81028097,-73.90820618
Fire-1st Alarm,95-32 150 Street,Queens,41995.64932,,40.69872253,-73.80269531
Law Enforcement-Suspicious Package,208 West 23rd Street,Manhattan,41991.47104,,40.74432688,-73.99628249
Fire-5th Alarm,4502 Queens Boulevard,Queens,41985.11431,,40.74304563,-73.91929684
Fire-2nd Alarm,1966 Crotona Avenue,bronx,41875.78855,,40.84571343,-73.89082887
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,40.71308993,-74.00884089
Fire-Collapse,316 West 135th Street,Manhattan,41971.5148,,40.81685877,-73.94747137
Law Enforcement-Suspicious Package,1231 Lafayette Avenue,Bronx,41976.60777,,40.81646146,-73.8908144
Fire-3rd Alarm,2664 Grand Concourse,bronx,41976.67436,,40.86637661,-73.89389472
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,,
Fire-Commercial,,Brooklyn,41993.40602,,,
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,40.71308993,-74.00884089
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-3rd Alarm,2664 Grand Concourse,bronx,41976.67436,,40.86637661,-73.89389472
Fire-2nd Alarm,79 Monroe Avenue,Staten Island,42004.26872,,40.63980352,-74.07911708
Law Enforcement-Suspicious Package,49 Thomas Street,Manhattan,41871.74957,,40.71672991,-74.0070783
Fire-4th Alarm,453 Coney Island Ave,Brooklyn,41872.16179,,40.6466852,-73.97087853
Fire-Haz Mat,Northern Boulevard & 114 street,Brooklyn,42007.59963,,40.758309,-73.855602
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,40.71308993,-74.00884089
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,40.71308993,-74.00884089
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-2nd Alarm,90-43 204 st,Queens,42013.22992,,40.71630442,-73.75810677
Fire-2nd Alarm,166-11 91 Avenue,Queens,42019.98973,,40.70673504,-73.79397466
Fire-1st Alarm,490 East 91 Street,Manhattan,41568.63329,,,
Fire-2nd Alarm,3269 3rd Avenue,Bronx,41726.22272,,40.82483715,-73.90843615
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,,40.82653751,-73.94317387
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-3rd Alarm,128-20 14th Avenue,Queens,42024.3367,,40.78537397,-73.8400305
Fire-4th Alarm,13 Schenck Avenue,Brooklyn,42024.79861,,40.68102444,-73.89053892
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,42007.59963,,40.758309,-73.855602
Fire-Collapse,23 Park Place,Manhattan,41993.16383,,40.71308993,-74.00884089
Fire-4th Alarm,721 5th Avenue,Manhattan,41735.75331,,40.76257248,-73.97420438
Fire-2nd Alarm,1323 Castle Hill Avenue,Bronx,41687.15765,,,
Fire-6th Alarm,188 1st Avenue,Manhattan,41914.09946,,40.72964971,-73.98376561
Fire-1st Alarm,490 East 91 Street,Manhattan,41568.63329,,,
Law Enforcement-Suspicious Package,800 2 Avenue,Manhattan,41531.60917,,40.75018796,-73.97191431
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,,,
Fire-2nd Alarm,123 East 54th Street,Manhattan,41969.2699,,,
Fire-Collapse,316 West 135th Street,Manhattan,41971.5148,,40.81685877,-73.94747137
Fire-3rd Alarm,2649 East 23rd Street,Brooklyn,41971.03203,,40.58758263,-73.94653352
Fire-3rd Alarm,7 East 84 Street,Manhattan,41346.12815,,40.71442154,-74.00607638
Fire-Other,1729 Lexington Avenue,Manhattan,41506.48485,,40.79335366,-73.94542712
Law Enforcement-Suspicious Package,East 61 street & Lexington avenue,Manhattan,41530.9056,,40.76254486,-73.96508196
